0.00733	0.0
0.01499	0.0
0.02327	0.0
0.03282	0.0
0.04343	0.0
0.05408	0.0
0.06464	0.0
0.07541	0.0
0.08968	0.0
0.10106	0.0
0.11728	0.0
0.12874	0.0
0.14103	0.0
0.15986	0.0
0.17794	0.0
0.18673	0.0
0.19924	0.0
0.22132	0.0
0.23212	0.0
0.25052	0.0
0.26595	0.0
0.27569	1e-05
0.29799	0.0
0.31533	0.0
0.32602	0.0
0.33793	2e-05
0.35755	0.00013
0.36687	3e-05
0.3862	4e-05
0.4002	0.00011
0.41453	9e-05
0.42432	0.00018
0.44105	0.00027
0.44797	0.00043
0.46165	0.00037
0.47731	0.00042
0.4826	0.0004
0.49377	0.00096
0.50313	0.00095
0.51836	0.00104
0.52537	0.00136
0.53751	0.00192
0.54709	0.00204
0.55694	0.00247
0.56076	0.00267
0.57192	0.00337
0.57755	0.00407
0.58752	0.0045
0.59438	0.0053
0.59429	0.00553
0.60328	0.00693
0.61194	0.00719
0.61632	0.00843
0.62295	0.0104
0.62864	0.01025
0.62955	0.01188
0.63987	0.01408
0.64159	0.01469
0.64405	0.01736
0.64776	0.01757
0.65282	0.01995
0.65598	0.02025
0.65917	0.02269
0.66155	0.02566
0.66935	0.02687
0.6662	0.03217
0.66992	0.03384
0.66996	0.03616
0.67256	0.03852
0.67424	0.0398
0.67395	0.04413
0.67786	0.04383
0.68135	0.04885
0.68149	0.05242
0.67938	0.0552
0.67935	0.05909
0.68131	0.06102
0.67801	0.06452
0.68022	0.06919
0.68115	0.07052
0.6749	0.07923
0.6801	0.07849
0.67719	0.08031
0.67567	0.08548
0.67544	0.09011
0.67402	0.09385
0.67664	0.09541
0.67116	0.10177
0.66781	0.10481
0.66663	0.10998
0.66191	0.11489
0.66622	0.11715
0.66743	0.11735
0.66159	0.12577
0.6602	0.12999
0.65498	0.13506
0.65239	0.13813
0.6516	0.14283
0.64987	0.14771
0.64668	0.15077
0.64619	0.15878
0.6414	0.16105
0.64053	0.16377
0.64172	0.16773
0.63778	0.17144
0.63624	0.17894
0.63261	0.18097
0.62886	0.18727
0.62655	0.18947
0.62437	0.19423
0.61958	0.19757
0.62173	0.20082
0.61579	0.20929
0.61442	0.2111
0.61056	0.2143
0.61237	0.21611
0.60476	0.22362
0.60348	0.22592
0.59969	0.23351
0.60048	0.23414
0.59562	0.23852
0.58999	0.24451
0.58679	0.24813
0.58442	0.25407
0.58734	0.25427
0.57949	0.26374
0.57953	0.26268
0.57578	0.26707
0.57033	0.27351
0.56777	0.27671
0.56635	0.28175
0.56663	0.28399
0.56384	0.28644
0.55814	0.29094
0.55815	0.29483
0.55333	0.30038
0.55219	0.30015
0.55042	0.30257
0.54722	0.30903
0.54272	0.31218
0.5425	0.31679
0.54014	0.31887
0.53584	0.32403
0.53656	0.32479
0.53039	0.332
0.52815	0.33382
0.5286	0.33605
0.52323	0.34092
0.52032	0.34568
0.52215	0.34346
0.51853	0.35052
0.51585	0.35316
0.51134	0.35915
0.50879	0.36092
0.50725	0.36366
0.50284	0.36819
0.50286	0.3699
0.50132	0.37123
0.49912	0.37504
0.49425	0.37934
0.4909	0.38627
0.491	0.38719
0.48822	0.38938
0.48447	0.39348
0.48545	0.39365
0.48224	0.39756
0.47935	0.40215
0.47888	0.40093
0.47374	0.40626
0.47254	0.40964
0.4721	0.40969
0.46869	0.41591
0.46517	0.41704
0.46112	0.4231
0.4624	0.42199
0.46003	0.42599
0.46152	0.4262
0.45723	0.43103
0.45601	0.43212
0.45304	0.4358
0.45054	0.43758
0.44799	0.44161
0.44554	0.4451
0.44368	0.44648
0.44386	0.44736
0.44152	0.44971
0.43692	0.45666
0.43957	0.45492
0.43562	0.45947
0.43026	0.46335
0.43045	0.46452
0.43037	0.46559
0.42927	0.46611
0.4238	0.47388
0.42465	0.47354
0.42196	0.47771
0.42022	0.47863
0.42112	0.47888
0.4166	0.48236
0.41768	0.48227
